نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
فرهيد,,میدان توحید خ نصرت غربی سر ک حسنی,0,20,دیپلم,,17,,9
فروز,,خ دماوند- کنار گذر اتوبان امام علی به سمت شمال-,1,20,سیکل,,44,,28
فروزنده,,شهر ری 24 متری رازی,0,14,کارشناسی (لیسانس),,26,,26
فروغ السادات,,خ شریعتی . خ یخچال . نرسیده به تقاطع خ هدایت .,0,19,کارشناسی ارشد یا بالاتر,,29,,3
فريباالسادات,,فلکه اول صادقیه بلوار گلاب خ حسینی ک نوبهار,0,20,ابتدایی یا متوسطه,,24,,20
فريح,,اتوبان یادگار امام جنوب به شمال بعد از تقاطع ازادی  بعد از بلوار تیموری,1,21,دیپلم,,32,,1
فريحه,,نارمک .فرجام غربی.خ محمد باقری.ک لاله,0,19,سیکل,,39,,22
فريدخت,,فلکه دوم صادقیه . به سمت کاشانی . خ مهران . انتهای مهران . خ خرم شاه گل .,0,15,کارشناسی (لیسانس),,32,,13
فريده سادات,,هفت حوض - میدان نبوت - جوی های اطراف میدان,1,18,کارشناسی ارشد یا بالاتر,,41,,8
فريمهر,,بلوار یران خودرو . بین درب 8 و 10 ایران خودرو,0,16,ابتدایی یا متوسطه,,46,,6
فرينوش,,صدقیه. بلوار شهید گلاب. خیابان شهید رسول چوب تراش. پایین تر از متو طرشت,1,17,دیپلم,,53,,17
فصيحه,,مهر آباد جنوبی-خ تفرش غربی-ک پناهی-,1,15,سیکل,,17,,19
فضه السادات,,سیمون بلیوار خ مخابرات یاس 2,0,25,کارشناسی (لیسانس),,49,,17
فضه سادات,,میدان تسلیحات - کوچه سبز علی  -,1,13,کارشناسی ارشد یا بالاتر,,31,,23
فضيل,,فرمانیه  -   خیابان مهدی زاده  - انتهای کوچه پروین -,0,14,ابتدایی یا متوسطه,,51,,35
فطيه,,بلوار فردوس غرب خ سازمان برنامه جنوبی,1,15,دیپلم,,35,,7
فلورا,,نیایش شرقی,1,24,سیکل,,17,,35
فلورانس,,بزرگراه کردستان. پایین تر از حکیم. خ 17. ابتدای خ آزادگان.,0,15,کارشناسی (لیسانس),,16,,11
فليحه,,ستاری جنوب  بلوار فردوس غرب,0,23,کارشناسی ارشد یا بالاتر,,54,,2
فنيره,,خ قزوین دوراهی قپان خ تم تم کوچه قاسمی,0,13,ابتدایی یا متوسطه,,37,,24
فهميده,,خیابان امیرکبیر .حد فاصل  خیابان ملت تا امام خمینی,1,19,دیپلم,,43,,20
فهيمه السادات,,تقاطع خیابان شهید مهدی لطیفی و خیابان قدرت الله  محمدی  - کوچه نهم,1,17,سیکل,,45,,24
فواد,,تجریش - زعفرانیه - خ فالاحی - خ فیروز کوه -,1,15,کارشناسی (لیسانس),,54,,34
فياض,,خ جیحون - پایین تر از امام خمینی -,1,19,کارشناسی ارشد یا بالاتر,,37,,27
فياضعلي,,اتوبان یاسینی - شمال به جنوب - پایین تراز خروجی شهید باقری,0,25,ابتدایی یا متوسطه,,45,,6
فيره,,چهارراه پارک وی محمودیه رستوران ریواس,1,22,دیپلم,,31,,15
فيض الله,,خ خلیج خ رهنما  وسط بلوارروبه روی,0,19,سیکل,,22,,8
قادرعلي,,خ دامپزشکی بعد از یادگار نبش ک امیرقاسمی,1,15,کارشناسی (لیسانس),,24,,22
قائم,,شهر ری - فلکه دوم دولت آباد - خ بهشتی - کوچه سوم غربی,1,25,کارشناسی ارشد یا بالاتر,,26,,10
قبله علي,,کیانشهر شهرک جمهوری مسجد صاحب اازمان,0,18,ابتدایی یا متوسطه,,15,,34
قدسي,,خ بهمنیار کوی ولیعصر,0,23,دیپلم,,52,,10
قريب,,میدان بهاران خ سجاد جنوبی ک شهید مظفر میرزایی جلوی,1,21,سیکل,,49,,9
قزلارآغاسي,,یافت آباد - م پژوتن - خ پژوتن - کوچه نهم شرقی -  محدوده مشجر (درختکاری شده),0,22,کارشناسی (لیسانس),,31,,16
قسمت,,پیروزی  - پرستار جنوبی - نبش کوچه خدا بنده لو -,1,14,کارشناسی ارشد یا بالاتر,,54,,5
قمرالسادات,,شمال به جنوب نواب کنار دیوار بوستان ولایت,1,18,ابتدایی یا متوسطه,,54,,18
قندي,,خ سنایی نرسیده به مطهری  ک 24,0,24,دیپلم,,27,,20
قيزبس,,کوچه امیر قلی,0,12,سیکل,,17,,8
قيزخانم,,تهرانپارس . بلوار پروین خ 196 شرقی . نبش چهارراه 131,0,14,کارشناسی (لیسانس),,31,,21
قيصر,,باغ فیض . خ 22 بهمن . عدل جنوبی . گلستان اول,1,25,کارشناسی ارشد یا بالاتر,,48,,14
قيه علي,,سعیدی . نرسیده به یافت آباد .,1,20,ابتدایی یا متوسطه,,28,,27
كاظم علي,,مینی سیتی . شهرک شهید محلاتی . خ فتح . م ظفر .,1,25,دیپلم,,23,,25
كاظمعلي,,هلال احمر . فاتح چهر . ک خلیلیان .,0,25,سیکل,,21,,2
كاظمه,,خ وزرا نبش ک 14,0,14,کارشناسی (لیسانس),,20,,1
كاغذ,,خ  ازادی  .  خ  21   متری  جی  .  نرسیده به  چهارراه طوس  . بن  بست  حسینی,1,15,کارشناسی ارشد یا بالاتر,,48,,3
كاكاجان,,شهرک مطهری,0,18,ابتدایی یا متوسطه,,53,,33
كامين,,میدان بروجردی انتهای خ بروجردی نبش کوچه دوشهید اطراف مخزن و زیر پل,1,13,دیپلم,,28,,10
كبري السادات,,شاد آباد . خ پاینده .,0,20,سیکل,,43,,14
كبوتر,,جاده مخصوص شرق به غرب,1,13,کارشناسی (لیسانس),,22,,34
كبير,,خ ایرانمهر پایین تر از صفا  سنگکی شاطر عباس,0,17,کارشناسی ارشد یا بالاتر,,16,,18
كتان,,اشرفی - خ 22بهمن -,0,19,ابتدایی یا متوسطه,,44,,7
كتان جان,,خ سوم نیروی هوایی - کوچه 3/36 -,1,13,دیپلم,,23,,1
كرار,,اتوبان قم تهران به سمت تهران . 200 متر قبل از اتوبان ازادگان,1,16,سیکل,,28,,3
كرامت الله,,شهر آرا - خ امام منتظر - نبش خیابان 17,1,23,کارشناسی (لیسانس),,39,,7
كردستان,,خ وحدت اسلامی .,1,23,کارشناسی ارشد یا بالاتر,,55,,27
كرم خدا,,امام حسین - خ صفا شرقی - کوچه احترامی -,1,20,ابتدایی یا متوسطه,,23,,0
كژال,,خ کمیل 10متری عیسی شاه محمدی ک شهدا,0,23,دیپلم,,23,,20
كفايه,,فرجام سراج عبادی کوچه عبدولهی,1,20,سیکل,,20,,2
كل بادام,,سعادت اباد - میدان کتاب -خ کوهستان -کوچه گل اذین نبش بیست متری گلرخ در فضای باز,1,14,کارشناسی (لیسانس),,54,,35
كل زار,,ستاری جنوب .نرسیده به نیایش . بلوار وسط,0,12,کارشناسی ارشد یا بالاتر,,48,,20
كلزار,,سر اسیاب دولاب نبش  باغ جهانی,1,22,ابتدایی یا متوسطه,,18,,17
كلعذار,,دردشت.اولیائی.تقاطع  عسگری.,1,16,دیپلم,,24,,28
كليوته,,میدان قیام بلوار قیام ک رستگار نژاد ک شیخ زاده آذری و محدوده,1,20,سیکل,,21,,4
كمال الدين,,خ بیانی,1,18,کارشناسی (لیسانس),,30,,15
كهزاد,,شهرک اکباتان-فاز2-نزدیک,0,17,کارشناسی ارشد یا بالاتر,,28,,21
كهناز,,خیابان شریعتی - زیر پل رومی - بین خزر شمالی و جنوبی - کمی بالاتر از استراحتگاه سفارت روسیه,0,24,ابتدایی یا متوسطه,,19,,7
كوچك,,لویزان . خیا بان جعفریان کوچه اسلا می,0,14,دیپلم,,27,,22
كوشا,,یافت آباد بلوار الغدیر شمالی موزاییک سازی دقت,0,24,سیکل,,50,,24
كوكب بانو,,خ شبیری (شاه پروری)- ک حسینی-,0,18,کارشناسی (لیسانس),,25,,9
كيا,,یاخچی اباد خ گودرزی نبش ک حیدریان,0,21,کارشناسی ارشد یا بالاتر,,37,,35
كيامرث,,کیانشهر . شهرک جمهوری . ورودی 11 .,0,19,ابتدایی یا متوسطه,,45,,1
كيامرز,,فلکه اول تهرانپارس- خ 113- تقاطع 130-,1,20,دیپلم,,49,,16
كياناسادات,,سه راه تهران پارس. خیابان دماوند. خیابان ملکی. نبش کوچه 128.,1,25,سیکل,,19,,15
كيانفر,,فلاح 20 متری ابوذر اول سجاد جنوبی,1,15,کارشناسی (لیسانس),,53,,17
كيخسرو,,سی متری جی خیابان شهید شاه محمدی کوچه شهدا,1,22,کارشناسی ارشد یا بالاتر,,42,,6
كيكاوس,,ولیعصر خ زعفرانیه سه راه آصف,0,23,ابتدایی یا متوسطه,,27,,15
كيوانه,,20 متری ابوذر . خیابان جابر اسدی . کوچه محمد مراد .,0,16,دیپلم,,29,,19
گرجي,,شاد اباد . 17 شهریور . خ خسرو میرزایی .,0,25,سیکل,,38,,14
گل ابريشم,,شهرک ولیعصر - خ رجایی - کوچه حمیدیان -,1,25,کارشناسی (لیسانس),,19,,29
گل آفرين,,گیشا . خ 33 .,1,21,کارشناسی ارشد یا بالاتر,,23,,5
گل بخت,,خانی آباد نو - 20متری میعاد شمالی -کوچه 22-,1,18,ابتدایی یا متوسطه,,20,,7
گل پاره,,رسالت . خ حیدرخانی . نبش میر اشرفی .,0,24,دیپلم,,42,,6
گل جان,,خ قزوین خ قلعه مرغی ابتدای ک اعلایی,1,14,سیکل,,34,,15
گل چهر,,سبلان چهارراه نظام آباد به طرف میدان رسالت خ ارباب مهدی ک سیستانی بعد از میدان نگهبان,1,13,کارشناسی (لیسانس),,30,,24
گل چهره,,شهر ری -خ 24 متری -خ کریمی شیرازی  . مقاتبل استخر حمید سوریان,0,18,کارشناسی ارشد یا بالاتر,,42,,27
گل حسين,,سهروردی شمالی زینالی غربی خ عشوری,0,14,ابتدایی یا متوسطه,,31,,14
گل خانم,,خ ازادی خ خوش   جنوبی سه دراه ارومیه,0,17,دیپلم,,54,,19
گل خندان,,شهران کوهسار انتهای خیابان دانش,1,15,سیکل,,45,,18
گل دانه,,ابتدای پل امیر بهادر خیابان بشیری کوچه رشیدی,1,23,کارشناسی (لیسانس),,45,,30
گل دسته,,میدان شوش ابتدای شوش شرقی,0,16,کارشناسی ارشد یا بالاتر,,50,,35
گل رخ,,خ کلاهدوز خ جهان تاب-خ آریا غربی-,1,22,ابتدایی یا متوسطه,,51,,25
گل صباح,,دروس - خیابان هدایت -کوچه روزبه -ملک در حال ساخت,1,15,دیپلم,,21,,11
گل صنم,,اتوبان کردستان . خ 17 .به سمت امیر اباد .بن بست شهید دودانگه .,1,12,سیکل,,39,,33
گل فام,,میدان سر اسیاب - خ شهید حسین علی بابایی -ک مصیب بابایی,0,14,کارشناسی (لیسانس),,18,,7
گل گز,,خ مولایی . ک شهید بکایی . ک ازاده خشت مالی,1,25,کارشناسی ارشد یا بالاتر,,50,,34
گل مرجان,,پونک . بلوار عدل . ک کاظمی,1,23,ابتدایی یا متوسطه,,15,,19
گلاب جان,,خیابان هاشمی انتهای 21 متری جی کوچه برادران کشاورز گلچین چهارم,1,24,دیپلم,,27,,27
گلاويژ,,ستارخان خ تهران ویلا خ دوازدهم مرکزی خ سهراب,1,13,سیکل,,39,,8
گلتاج,,فتح شرق به غرب قبل از پاستوریزه,1,21,کارشناسی (لیسانس),,34,,34
گلچين,,شهر ارا خ پاتریس لومومبا خ کاردان,1,15,کارشناسی ارشد یا بالاتر,,25,,17
گلزاده,,راه آهن - خ مختاری - خ شریفی -,0,21,ابتدایی یا متوسطه,,25,,11
گلسا,,دولت خان خ نرگس ک بید مجنون دو,1,24,دیپلم,,51,,8
گلعلي,,شیان میدان شاه رضایی سرتاسر خیابان شاه رضایی,0,15,سیکل,,35,,34
گلنازسادات,,تهران پارس. بلوار شاهد. شهرک شاهد. خیابان معینی نژاد. کوچه 11,1,23,کارشناسی (لیسانس),,47,,12
گلنساء,,ده ونک . پایین  تراز دانشکده الزهرا .,1,13,کارشناسی ارشد یا بالاتر,,24,,34
گلنوش,,اجودانیه - خ هفتم غربی-,0,15,ابتدایی یا متوسطه,,55,,20
گلي افشان,,دردشت .خیابان حیدرخانی . خیابان مظاهری,1,23,دیپلم,,48,,25
گليدا,,خیابان قزوین - خ حسینی - کوچه بن بست خرسند,1,13,سیکل,,33,,29
گلين,,ایت الله سعیدی . ک فشارکیان . ک نجاری انتهای کوچه,1,16,کارشناسی (لیسانس),,50,,5
گنج خاتون,,عقاف تکاوران شمالی کوچه نهم مرکزی,0,18,کارشناسی ارشد یا بالاتر,,37,,32
گوزل,,تقاطع میدان نوبنیاد و خیابان کوهستان یکم  اول خیابان,0,16,ابتدایی یا متوسطه,,27,,35
گوناي,,فلکه چهارم تهرانپارس- چهار راه توحید -انتهای کوچه چهاردهم یا قاسمی -,1,21,دیپلم,,17,,28
گوهرچين,,جوادیه خ دارابی ک داود امیدی ک صدویک,0,25,سیکل,,50,,35
گوهرطلا,,جلفا-خ کاویان غربی-,0,16,کارشناسی (لیسانس),,21,,28
گيسو,,مهراباد جنوبی خ واشقانی فراهانی نبش ک برخورداری ورزشگاه نشاط,0,21,کارشناسی ارشد یا بالاتر,,39,,16
گيسيا,,مهر آباد جنوبی - خ طالقانی - ک برخوردری,1,19,ابتدایی یا متوسطه,,18,,26
لال بخش,,شهر ری- میدان مادر -شهرک گلشهر ری- شقایق پنچم -,0,20,دیپلم,,26,,31
لال ملك,,نازی اباد - خ رجایی - خ آقایی - خ باقرخانی -,1,15,سیکل,,36,,29
لاوين,,شهرری - سه راه ورامین - میدان حسن زاده - مابین F11,1,21,کارشناسی (لیسانس),,16,,11
